Name,Collection,Category,Color Name,Color ID,LRV,h,R,G,B,HEX
203-C5,,,Almond Roca,SW9105,,,167,131,97,A78361
203-C6,,,El Caramelo,SW9106,,,148,110,72,946E48
203-C7,,,Uber Umber,SW9107,,,123,88,56,7B5838
204-C4,,,Double Latte,SW9108,,,167,140,113,A78C71
205-C1,,,Natural Linen,SW9109,,,223,211,195,DFD3C3
205-C2,,,Malabar,SW9110,,,207,190,169,CFBEA9
205-C3,,,Antler Velvet,SW9111,,,192,173,150,C0AD96
205-C4,,,Song Thrush,SW9112,,,175,152,127,AF987F
205-C5,,,Mudslide,SW9113,,,160,133,104,A08568
205-C6,,,Fallen Leaves,SW9114,,,143,118,89,8F7659
205-C7,,,Cowboy Boots,SW9115,,,105,82,57,695239
206-C4,,,Serengeti Grass,SW9116,,,171,149,121,AB9579
207-C4,,,Urban Jungle,SW9117,,,164,148,126,A4947E
208-C4,,,Tarnished Treasure,SW9118,,,185,164,126,B9A47E
209-C1,,,Dirty Martini,SW9119,,,221,208,182,DDD0B6
209-C2,,,Tumblin' Tumbleweed,SW9120,,,205,187,156,CDBB9C
209-C3,,,Sawgrass Basket,SW9121,,,195,176,144,C3B090
209-C4,,,Dried Edamame,SW9122,,,177,159,128,B19F80
209-C5,,,Barro Verde,SW9123,,,159,142,113,9F8E71
209-C6,,,Verde Marron,SW9124,,,135,116,89,877459
209-C7,,,Oliva Oscuro,SW9125,,,102,84,57,665439
211-C4,,,Honed Soapstone,SW9126,,,157,152,135,9D9887
212-C4,,,At Ease Soldier,SW9127,,,158,153,133,9E9985
213-C4,,,Green Onyx,SW9128,,,152,154,130,989A82
214-C4,,,Jade Dragon,SW9129,,,144,152,134,909886
215-C4,,,Evergreen Fog,SW9130,,,149,151,138,95978A
216-C4,,,Cornwall Slate,SW9131,,,148,148,136,949488
217-C4,,,Acacia Haze,SW9132,,,150,156,146,969C92
218-C4,,,Jasper Stone,SW9133,,,141,158,151,8D9E97
219-C4,,,Delft,SW9134,,,139,159,160,8B9FA0
220-C4,,,Whirlpool,SW9135,,,128,150,157,80969D
221-C1,,,Lullaby,SW9136,,,203,212,212,CBD4D4
221-C2,,,Niebla Azul,SW9137,,,182,195,196,B6C3C4
221-C3,,,Stardew,SW9138,,,166,178,181,A6B2B5
221-C4,,,Debonair,SW9139,,,144,160,166,90A0A6
221-C5,,,Blustery Sky,SW9140,,,111,132,140,6F848C
221-C6,,,Waterloo,SW9141,,,83,104,114,536872
221-C7,,,Moscow Midnight,SW9142,,,32,70,82,204652
222-C4,,,Cadet,SW9143,,,145,153,156,91999C
223-C1,,,Moonmist,SW9144,,,201,217,224,C9D9E0
223-C2,,,Sleepy Hollow,SW9145,,,183,201,209,B7C9D1
223-C3,,,Faded Flaxflower,SW9146,,,158,180,192,9EB4C0
223-C4,,,Favorite Jeans,SW9147,,,138,163,177,8AA3B1
223-C5,,,Smoky Azurite,SW9148,,,112,141,158,708D9E
223-C6,,,Inky Blue,SW9149,,,78,114,135,4E7287
223-C7,,,Endless Sea,SW9150,,,50,88,110,32586E
224-C4,,,Daphne,SW9151,,,137,156,170,899CAA
225-C4,,,Let it Rain,SW9152,,,151,159,165,979FA5
226-C4,,,Moonlit Orchid,SW9153,,,148,145,148,949194
226-C7,,,Perle Noir,SW9154,,,79,77,81,4F4D51
227-C4,,,Slate Violet,SW9155,,,152,145,146,989192
228-C4,,,Gris Morado,SW9156,,,143,138,145,8F8A91
229-C4,,,Autumn Orchid,SW9157,,,157,144,147,9D9093
230-C4,,,Coquina,SW9158,,,157,141,142,9D8D8E
231-C4,,,Auger Shell,SW9159,,,159,146,145,9F9291
232-C4,,,Armadillo,SW9160,,,158,144,137,9E9089
234-C4,,,Dustblu,SW9161,,,149,155,160,959BA0
235-C4,,,African Gray,SW9162,,,147,152,153,939899
236-C4,,,Tin Lizzie,SW9163,,,147,149,145,939591
237-C4,,,Illusive Green,SW9164,,,146,148,141,92948D
238-C1,,,Gossamer Veil,SW9165,,,211,206,196,D3CEC4
238-C2,,,Drift of Mist,SW9166,,,220,216,208,DCD8D0
240-C4,,,Polished Concrete,SW9167,,,158,151,147,9E9793
241-C4,,,Elephant Ear,SW9168,,,152,143,133,988F85
242-C4,,,Chatura Gray,SW9169,,,160,146,135,A09287
244-C4,,,Acier,SW9170,,,158,153,145,9E9991
245-C4,,,Felted Wool,SW9171,,,151,144,131,979083
246-C4,,,Studio Clay,SW9172,,,149,141,127,958D7F
248-C1,,,Shiitake,SW9173,,,200,188,171,C8BCAB
249-C4,,,Moth Wing,SW9174,,,160,144,127,A0907F
252-C4,,,Deep Forest Brown,SW9175,,,57,52,55,393437
253-C1,,,Dress Blues,SW9176,,,43,67,96,2B4360
253-C2,,,Salty Dog,SW9177,,,35,64,88,234058
253-C3,,,In the Navy,SW9178,,,40,56,73,283849
253-C7,,,Anchors Aweigh,SW9179,,,43,52,65,2B3441
261-C4,,,Aged White,SW9180,,,232,222,205,E8DECD
277-C2,,,Rojo Marron,SW9182,,,75,48,41,4B3029
277-C4,,,Dark Clove,SW9183,,,76,61,49,4C3D31
278-C3,,,Foxhall Green,SW9184,,,69,75,64,454B40
279-C7,,,Marea Baja,SW9185,,,46,84,100,2E5464
291-C4,,,Caramelized,SW9186,,,194,152,113,C29871
